time,temperature_2m,relative_humidity_2m,cloud_cover,wind_speed_10m,shortwave_radiation
2018-04-21T00:00,24.1,35,0,8.8,0.0
2018-04-21T01:00,22.1,39,0,6.9,0.0
2018-04-21T02:00,21.9,36,0,10.5,0.0
2018-04-21T03:00,20.5,47,0,8.4,0.0
2018-04-21T04:00,19.5,59,0,11.4,0.0
2018-04-21T05:00,19.6,62,0,10.2,0.0
2018-04-21T06:00,20.4,63,0,11.2,17.0
2018-04-21T07:00,22.3,59,0,9.7,150.0
2018-04-21T08:00,25.1,49,0,10.8,357.0
2018-04-21T09:00,28.0,39,0,13.4,569.0
2018-04-21T10:00,30.2,30,0,14.8,749.0
2018-04-21T11:00,31.8,24,0,14.3,874.0
2018-04-21T12:00,32.8,21,0,14.0,932.0
2018-04-21T13:00,33.6,19,0,14.1,919.0
2018-04-21T14:00,33.9,18,0,15.2,835.0
2018-04-21T15:00,34.0,17,0,15.6,689.0
2018-04-21T16:00,33.7,16,0,16.6,497.0
2018-04-21T17:00,32.3,18,0,13.0,284.0
2018-04-21T18:00,30.1,21,0,8.7,93.0
2018-04-21T19:00,28.0,23,0,9.7,3.0
2018-04-21T20:00,26.9,26,0,11.0,0.0
2018-04-21T21:00,26.3,26,0,15.6,0.0
2018-04-21T22:00,25.8,28,0,16.9,0.0
2018-04-21T23:00,24.8,31,0,15.8,0.0
2018-04-22T00:00,24.0,32,0,14.6,0.0
2018-04-22T01:00,23.1,34,0,13.7,0.0
2018-04-22T02:00,22.4,36,0,13.3,0.0
2018-04-22T03:00,21.8,38,0,13.7,0.0
2018-04-22T04:00,21.1,40,0,13.2,0.0
2018-04-22T05:00,20.9,43,0,11.6,0.0
2018-04-22T06:00,21.2,42,0,12.7,18.0
2018-04-22T07:00,23.5,36,0,12.9,154.0
2018-04-22T08:00,26.3,28,0,13.9,363.0
2018-04-22T09:00,29.1,21,0,15.4,577.0
2018-04-22T10:00,31.0,18,0,20.4,759.0
2018-04-22T11:00,32.2,15,0,21.7,887.0
2018-04-22T12:00,33.2,14,0,21.3,949.0
2018-04-22T13:00,33.9,13,0,20.9,936.0
2018-04-22T14:00,34.3,12,0,20.2,850.0
2018-04-22T15:00,34.2,12,0,20.3,701.0
2018-04-22T16:00,33.8,13,0,19.7,505.0
2018-04-22T17:00,32.8,13,0,14.8,288.0
2018-04-22T18:00,30.0,17,0,8.1,96.0
2018-04-22T19:00,27.4,21,0,8.4,3.0
2018-04-22T20:00,26.6,22,0,9.2,0.0
2018-04-22T21:00,26.2,22,0,12.8,0.0
2018-04-22T22:00,25.8,23,0,13.1,0.0
2018-04-22T23:00,25.1,25,0,13.2,0.0
2018-04-23T00:00,24.6,26,0,15.6,0.0
2018-04-23T01:00,23.5,29,0,13.0,0.0
2018-04-23T02:00,22.5,32,0,10.8,0.0
2018-04-23T03:00,21.5,33,0,10.0,0.0
2018-04-23T04:00,20.9,34,0,10.5,0.0
2018-04-23T05:00,21.0,35,0,10.7,0.0
2018-04-23T06:00,22.0,34,0,11.5,19.0
2018-04-23T07:00,24.6,30,0,12.6,155.0
2018-04-23T08:00,27.7,26,0,14.3,363.0
2018-04-23T09:00,30.4,22,0,18.0,576.0
2018-04-23T10:00,32.2,18,0,20.7,756.0
2018-04-23T11:00,33.4,17,0,18.9,880.0
2018-04-23T12:00,34.4,16,0,18.7,938.0
2018-04-23T13:00,35.2,15,0,18.9,924.0
2018-04-23T14:00,35.5,14,0,18.9,840.0
2018-04-23T15:00,35.5,13,0,18.3,693.0
2018-04-23T16:00,35.2,13,0,18.6,500.0
2018-04-23T17:00,34.7,14,0,12.3,285.0
2018-04-23T18:00,30.2,23,0,10.1,95.0
2018-04-23T19:00,29.1,22,0,8.5,4.0
2018-04-23T20:00,26.5,26,0,8.0,0.0
2018-04-23T21:00,26.3,24,0,7.9,0.0
2018-04-23T22:00,25.7,23,0,8.5,0.0
2018-04-23T23:00,25.6,21,0,10.4,0.0
2018-04-24T00:00,25.0,21,0,10.6,0.0
2018-04-24T01:00,23.8,23,0,8.4,0.0
2018-04-24T02:00,22.3,26,0,7.2,0.0
2018-04-24T03:00,21.6,27,0,6.5,0.0
2018-04-24T04:00,21.5,27,0,8.4,0.0
2018-04-24T05:00,21.6,30,0,8.7,0.0
2018-04-24T06:00,22.5,29,0,8.6,20.0
2018-04-24T07:00,25.8,26,0,7.7,156.0
2018-04-24T08:00,29.1,23,0,8.7,361.0
2018-04-24T09:00,32.1,20,0,10.1,570.0
2018-04-24T10:00,34.8,16,0,10.9,748.0
2018-04-24T11:00,36.0,14,0,13.2,873.0
2018-04-24T12:00,36.8,13,0,14.9,932.0
2018-04-24T13:00,37.5,12,0,16.9,919.0
2018-04-24T14:00,37.8,11,0,18.1,835.0
2018-04-24T15:00,37.8,11,0,19.0,690.0
2018-04-24T16:00,37.3,11,0,19.7,498.0
2018-04-24T17:00,36.6,13,0,11.5,284.0
2018-04-24T18:00,31.8,23,0,10.6,95.0
2018-04-24T19:00,32.3,18,0,7.8,4.0
2018-04-24T20:00,32.6,17,0,3.0,0.0
2018-04-24T21:00,29.0,24,0,3.3,0.0
2018-04-24T22:00,28.0,25,0,4.3,0.0
2018-04-24T23:00,28.1,23,0,5.4,0.0
2018-04-25T00:00,27.4,23,0,4.6,0.0
2018-04-25T01:00,26.2,26,0,9.7,0.0
2018-04-25T02:00,24.5,29,0,9.0,0.0
2018-04-25T03:00,23.8,30,0,9.3,0.0
2018-04-25T04:00,23.0,31,0,7.4,0.0
2018-04-25T05:00,22.9,33,0,8.9,0.0
2018-04-25T06:00,24.4,31,0,9.4,21.0
2018-04-25T07:00,27.7,27,0,9.4,155.0
2018-04-25T08:00,31.6,22,0,8.3,359.0
2018-04-25T09:00,35.0,18,0,10.9,567.0
2018-04-25T10:00,37.2,14,0,13.1,743.0
2018-04-25T11:00,38.5,12,0,13.0,867.0
2018-04-25T12:00,39.3,11,0,12.4,926.0
2018-04-25T13:00,40.0,10,0,13.0,912.0
2018-04-25T14:00,40.3,9,1,13.9,829.0
2018-04-25T15:00,40.0,9,1,15.4,668.0
2018-04-25T16:00,39.6,9,1,14.1,489.0
2018-04-25T17:00,38.9,11,0,6.4,285.0
2018-04-25T18:00,36.0,15,41,7.0,88.0
2018-04-25T19:00,31.5,18,75,10.5,4.0
2018-04-25T20:00,31.0,19,96,9.7,0.0
2018-04-25T21:00,29.0,21,93,11.5,0.0
2018-04-25T22:00,28.2,21,0,8.0,0.0
2018-04-25T23:00,28.3,19,0,9.1,0.0
2018-04-26T00:00,25.6,25,0,11.3,0.0
2018-04-26T01:00,26.0,26,0,7.8,0.0
2018-04-26T02:00,26.6,24,0,9.8,0.0
2018-04-26T03:00,26.1,17,0,9.4,0.0
2018-04-26T04:00,25.3,17,0,11.0,0.0
2018-04-26T05:00,23.8,27,0,7.9,0.0
2018-04-26T06:00,26.6,20,0,12.7,21.0
2018-04-26T07:00,29.4,19,0,10.8,160.0
2018-04-26T08:00,32.2,17,0,9.5,366.0
2018-04-26T09:00,34.7,15,0,10.0,575.0
2018-04-26T10:00,37.0,15,0,9.2,751.0
2018-04-26T11:00,38.5,14,0,7.3,872.0
2018-04-26T12:00,39.6,13,0,5.2,932.0
2018-04-26T13:00,40.4,12,0,4.4,914.0
2018-04-26T14:00,41.0,9,0,7.1,827.0
2018-04-26T15:00,41.2,8,0,8.9,683.0
2018-04-26T16:00,40.8,7,7,8.9,494.0
2018-04-26T17:00,39.0,14,0,3.6,281.0
2018-04-26T18:00,35.2,19,0,8.0,93.0
2018-04-26T19:00,33.0,24,0,12.2,4.0
2018-04-26T20:00,31.5,29,0,13.7,0.0
2018-04-26T21:00,30.2,32,0,9.6,0.0
2018-04-26T22:00,27.9,38,0,9.8,0.0
2018-04-26T23:00,26.9,41,0,10.0,0.0
2018-04-27T00:00,27.1,40,0,7.6,0.0
2018-04-27T01:00,26.4,43,0,7.9,0.0
2018-04-27T02:00,26.0,46,0,10.7,0.0
2018-04-27T03:00,25.8,50,0,14.1,0.0
2018-04-27T04:00,25.7,51,0,16.9,0.0
2018-04-27T05:00,25.9,64,0,15.9,0.0
2018-04-27T06:00,26.8,62,0,13.0,21.0
2018-04-27T07:00,28.4,57,0,15.5,150.0
2018-04-27T08:00,30.2,51,0,18.8,343.0
2018-04-27T09:00,32.5,43,0,19.2,543.0
2018-04-27T10:00,34.6,37,0,18.7,714.0
2018-04-27T11:00,36.2,32,0,18.2,832.0
2018-04-27T12:00,37.5,29,0,15.9,888.0
2018-04-27T13:00,38.6,25,22,11.4,875.0
2018-04-27T14:00,37.9,24,71,15.0,746.0
2018-04-27T15:00,36.9,25,37,12.1,578.0
2018-04-27T16:00,35.0,29,66,8.7,270.0
2018-04-27T17:00,33.7,38,65,13.7,134.0
2018-04-27T18:00,32.2,40,29,10.2,75.0
2018-04-27T19:00,31.0,42,16,17.9,4.0
2018-04-27T20:00,30.2,43,1,14.6,0.0
2018-04-27T21:00,28.6,48,2,10.2,0.0
2018-04-27T22:00,27.8,51,28,9.2,0.0
2018-04-27T23:00,27.4,52,37,8.5,0.0
2018-04-28T00:00,27.1,54,6,9.2,0.0
2018-04-28T01:00,26.6,54,24,10.7,0.0
2018-04-28T02:00,26.3,54,13,11.1,0.0
2018-04-28T03:00,25.9,55,4,13.0,0.0
2018-04-28T04:00,25.4,56,0,14.3,0.0
2018-04-28T05:00,26.5,56,24,15.1,0.0
2018-04-28T06:00,27.5,53,36,16.3,17.0
2018-04-28T07:00,29.0,49,0,18.8,136.0
2018-04-28T08:00,31.0,43,0,21.2,335.0
2018-04-28T09:00,33.2,39,0,20.5,544.0
2018-04-28T10:00,35.2,35,0,19.5,715.0
2018-04-28T11:00,36.8,31,0,19.7,832.0
2018-04-28T12:00,37.8,28,1,17.9,886.0
2018-04-28T13:00,38.3,27,25,14.1,868.0
2018-04-28T14:00,38.6,22,72,7.7,685.0
2018-04-28T15:00,35.1,34,89,21.5,457.0
2018-04-28T16:00,32.7,39,67,11.7,210.0
2018-04-28T17:00,34.2,33,22,11.6,203.0
2018-04-28T18:00,32.1,40,12,5.8,85.0
2018-04-28T19:00,30.0,46,1,7.9,4.0
2018-04-28T20:00,28.3,52,0,8.2,0.0
2018-04-28T21:00,27.2,53,0,6.7,0.0
2018-04-28T22:00,26.8,52,0,8.4,0.0
2018-04-28T23:00,26.2,55,0,8.3,0.0
2018-04-29T00:00,25.3,60,0,6.1,0.0
2018-04-29T01:00,24.8,63,10,6.0,0.0
2018-04-29T02:00,24.4,66,1,5.8,0.0
2018-04-29T03:00,23.4,71,0,6.6,0.0
2018-04-29T04:00,23.5,71,0,5.5,0.0
2018-04-29T05:00,25.5,67,0,9.0,0.0
2018-04-29T06:00,26.8,62,0,11.7,23.0
2018-04-29T07:00,29.0,55,0,10.1,154.0
2018-04-29T08:00,31.9,46,0,10.5,348.0
2018-04-29T09:00,34.3,41,0,10.7,546.0
2018-04-29T10:00,36.2,35,0,7.9,714.0
2018-04-29T11:00,37.6,28,4,2.8,833.0
2018-04-29T12:00,38.5,24,80,3.8,877.0
2018-04-29T13:00,37.0,22,25,18.8,653.0
2018-04-29T14:00,37.2,20,99,19.9,571.0
2018-04-29T15:00,36.3,22,91,13.4,291.0
2018-04-29T16:00,36.5,22,79,13.4,370.0
2018-04-29T17:00,34.3,24,97,26.7,224.0
2018-04-29T18:00,33.8,24,87,10.2,27.0
2018-04-29T19:00,31.0,33,96,6.8,4.0
2018-04-29T20:00,29.0,41,96,7.5,0.0
2018-04-29T21:00,28.9,46,99,6.8,0.0
2018-04-29T22:00,27.7,49,32,5.8,0.0
2018-04-29T23:00,26.6,51,41,8.3,0.0
2018-04-30T00:00,27.4,45,48,6.8,0.0
2018-04-30T01:00,27.6,40,59,10.5,0.0
2018-04-30T02:00,26.0,46,1,8.8,0.0
2018-04-30T03:00,24.9,52,5,4.7,0.0
2018-04-30T04:00,24.1,61,0,6.4,0.0
2018-04-30T05:00,25.1,64,0,11.3,0.0
2018-04-30T06:00,26.6,62,17,12.9,23.0
2018-04-30T07:00,28.6,56,27,13.0,142.0
2018-04-30T08:00,30.9,49,0,12.5,300.0
2018-04-30T09:00,34.0,39,0,13.5,545.0
2018-04-30T10:00,36.3,32,0,14.3,716.0
2018-04-30T11:00,37.5,30,0,13.3,831.0
2018-04-30T12:00,38.3,28,11,11.4,886.0
2018-04-30T13:00,38.9,25,85,8.0,841.0
2018-04-30T14:00,38.0,20,100,11.9,668.0
2018-04-30T15:00,37.8,21,92,14.0,279.0
2018-04-30T16:00,33.2,33,98,16.9,322.0
2018-04-30T17:00,34.2,29,90,7.9,212.0
2018-04-30T18:00,33.1,33,100,11.8,70.0
2018-04-30T19:00,29.9,44,100,9.0,3.0
2018-04-30T20:00,28.8,48,100,12.5,0.0
2018-04-30T21:00,28.7,50,76,8.5,0.0
2018-04-30T22:00,27.4,55,67,12.7,0.0
2018-04-30T23:00,27.5,54,17,18.1,0.0
2018-05-01T00:00,26.8,58,10,17.3,0.0
2018-05-01T01:00,26.1,62,0,17.6,0.0
2018-05-01T02:00,25.6,66,0,20.1,0.0
2018-05-01T03:00,25.2,70,0,20.2,0.0
2018-05-01T04:00,24.8,72,0,20.0,0.0
2018-05-01T05:00,24.4,72,0,17.1,0.0
2018-05-01T06:00,25.3,69,0,20.1,24.0
2018-05-01T07:00,26.9,62,0,24.7,154.0
2018-05-01T08:00,28.7,56,0,25.9,346.0
2018-05-01T09:00,30.8,50,0,25.1,542.0
2018-05-01T10:00,32.8,44,0,23.0,712.0
2018-05-01T11:00,34.6,39,0,21.3,830.0
2018-05-01T12:00,36.0,36,0,18.7,885.0
2018-05-01T13:00,37.0,33,0,17.2,870.0
2018-05-01T14:00,37.5,31,0,15.3,790.0
2018-05-01T15:00,37.4,31,4,14.7,651.0
2018-05-01T16:00,37.0,32,86,12.8,454.0
2018-05-01T17:00,35.2,38,100,18.4,130.0
2018-05-01T18:00,31.1,51,100,10.4,34.0
2018-05-01T19:00,30.9,52,100,7.8,1.0
2018-05-01T20:00,30.4,50,100,15.4,0.0
2018-05-01T21:00,29.9,52,100,13.9,0.0
2018-05-01T22:00,29.0,56,36,12.6,0.0
2018-05-01T23:00,28.8,57,51,15.4,0.0
2018-05-02T00:00,28.6,58,54,16.7,0.0
2018-05-02T01:00,28.0,60,68,13.0,0.0
2018-05-02T02:00,27.5,61,0,13.5,0.0
2018-05-02T03:00,27.1,62,0,15.6,0.0
2018-05-02T04:00,26.6,63,0,15.3,0.0
2018-05-02T05:00,25.5,71,0,13.2,0.0
2018-05-02T06:00,26.5,67,11,15.7,25.0
2018-05-02T07:00,27.9,61,2,19.1,139.0
2018-05-02T08:00,29.5,55,0,21.7,334.0
2018-05-02T09:00,31.3,48,0,22.4,537.0
2018-05-02T10:00,33.2,43,0,21.5,704.0
2018-05-02T11:00,34.7,39,0,19.8,821.0
2018-05-02T12:00,35.7,37,0,19.7,874.0
2018-05-02T13:00,36.2,36,0,19.1,859.0
2018-05-02T14:00,36.7,35,1,19.6,782.0
2018-05-02T15:00,36.6,35,86,17.1,640.0
2018-05-02T16:00,36.4,34,100,6.3,325.0
2018-05-02T17:00,34.9,39,100,12.8,62.0
2018-05-02T18:00,24.9,75,100,28.3,59.0
2018-05-02T19:00,23.4,83,100,27.0,1.0
2018-05-02T20:00,24.6,76,100,6.5,0.0
2018-05-02T21:00,27.0,54,100,28.7,0.0
2018-05-02T22:00,26.1,54,98,5.7,0.0
2018-05-02T23:00,25.6,55,25,10.9,0.0
2018-05-03T00:00,24.5,66,27,6.2,0.0
2018-05-03T01:00,23.5,68,15,7.6,0.0
2018-05-03T02:00,23.4,78,0,10.1,0.0
2018-05-03T03:00,23.4,74,0,15.5,0.0
2018-05-03T04:00,23.6,73,0,11.2,0.0
2018-05-03T05:00,23.9,76,0,8.8,0.0
2018-05-03T06:00,24.8,72,1,20.5,23.0
2018-05-03T07:00,26.0,69,0,16.6,155.0
2018-05-03T08:00,27.2,65,1,19.2,346.0
2018-05-03T09:00,28.5,61,4,21.0,524.0
2018-05-03T10:00,30.2,55,2,23.3,685.0
2018-05-03T11:00,31.6,50,0,23.1,808.0
2018-05-03T12:00,32.9,46,0,22.4,872.0
2018-05-03T13:00,33.8,44,0,21.1,861.0
2018-05-03T14:00,34.2,42,0,21.2,782.0
2018-05-03T15:00,34.8,40,3,19.1,645.0
2018-05-03T16:00,34.3,41,47,17.7,464.0
2018-05-03T17:00,33.0,42,100,13.0,193.0
2018-05-03T18:00,31.4,47,95,10.6,89.0
2018-05-03T19:00,30.2,50,94,13.5,4.0
2018-05-03T20:00,29.6,54,45,18.1,0.0
2018-05-03T21:00,28.6,58,1,14.8,0.0
2018-05-03T22:00,27.8,61,4,13.8,0.0
2018-05-03T23:00,27.4,60,3,18.0,0.0
2018-05-04T00:00,27.1,58,1,17.2,0.0
2018-05-04T01:00,26.6,60,1,16.7,0.0
2018-05-04T02:00,26.2,61,1,14.5,0.0
2018-05-04T03:00,25.8,63,1,14.8,0.0
2018-05-04T04:00,25.3,65,0,15.1,0.0
2018-05-04T05:00,24.4,71,1,11.9,0.0
2018-05-04T06:00,25.0,69,0,16.2,27.0
2018-05-04T07:00,26.3,64,0,18.6,155.0
2018-05-04T08:00,27.9,59,18,22.4,343.0
2018-05-04T09:00,29.1,55,55,24.1,529.0
2018-05-04T10:00,30.5,51,49,22.1,699.0
2018-05-04T11:00,31.9,47,64,20.0,816.0
2018-05-04T12:00,33.2,44,64,15.3,860.0
2018-05-04T13:00,34.1,41,26,13.4,824.0
2018-05-04T14:00,34.3,41,6,11.2,770.0
2018-05-04T15:00,34.5,39,37,9.3,626.0
2018-05-04T16:00,33.0,35,88,9.2,409.0
2018-05-04T17:00,33.6,41,36,2.4,162.0
2018-05-04T18:00,31.0,56,86,4.4,77.0
2018-05-04T19:00,29.9,55,96,13.4,5.0
2018-05-04T20:00,28.8,56,20,12.9,0.0
2018-05-04T21:00,27.0,62,0,7.1,0.0
2018-05-04T22:00,26.0,67,0,5.2,0.0
2018-05-04T23:00,25.6,69,0,5.9,0.0
2018-05-05T00:00,24.7,76,0,7.2,0.0
2018-05-05T01:00,25.0,74,0,5.5,0.0
2018-05-05T02:00,24.6,76,0,6.5,0.0
2018-05-05T03:00,24.2,76,0,5.3,0.0
2018-05-05T04:00,24.3,75,0,6.2,0.0
2018-05-05T05:00,25.3,66,0,8.7,0.0
2018-05-05T06:00,26.9,61,0,10.0,28.0
2018-05-05T07:00,28.8,57,0,9.0,158.0
2018-05-05T08:00,30.8,53,0,8.4,346.0
2018-05-05T09:00,32.5,49,0,5.6,539.0
2018-05-05T10:00,34.0,44,0,2.3,704.0
2018-05-05T11:00,35.1,38,7,1.9,820.0
2018-05-05T12:00,36.0,34,12,4.2,847.0
2018-05-05T13:00,36.6,30,18,5.2,824.0
2018-05-05T14:00,37.0,28,69,12.2,736.0
2018-05-05T15:00,35.7,22,68,11.2,511.0
2018-05-05T16:00,35.5,27,60,16.1,366.0
2018-05-05T17:00,34.7,29,63,5.1,183.0
2018-05-05T18:00,32.7,32,1,7.3,85.0
2018-05-05T19:00,31.5,31,2,10.9,6.0
2018-05-05T20:00,29.5,37,1,7.6,0.0
2018-05-05T21:00,28.1,41,2,8.2,0.0
2018-05-05T22:00,27.0,46,1,10.0,0.0
2018-05-05T23:00,26.3,49,0,10.0,0.0
2018-05-06T00:00,25.9,50,1,10.5,0.0
2018-05-06T01:00,26.6,47,18,8.9,0.0
2018-05-06T02:00,28.2,42,43,4.5,0.0
2018-05-06T03:00,28.5,39,66,0.8,0.0
2018-05-06T04:00,25.5,48,50,4.0,0.0
2018-05-06T05:00,26.0,54,69,5.1,0.0
2018-05-06T06:00,26.9,52,38,8.1,25.0
2018-05-06T07:00,28.7,47,12,9.0,134.0
2018-05-06T08:00,31.1,40,10,9.8,337.0
2018-05-06T09:00,33.7,34,7,11.9,535.0
2018-05-06T10:00,35.8,25,1,18.3,708.0
2018-05-06T11:00,36.8,24,0,19.3,832.0
2018-05-06T12:00,37.6,22,1,18.1,884.0
2018-05-06T13:00,38.0,21,0,18.2,844.0
2018-05-06T14:00,38.2,20,67,14.3,791.0
2018-05-06T15:00,37.2,22,91,12.7,588.0
2018-05-06T16:00,34.0,31,30,11.5,218.0
2018-05-06T17:00,33.7,32,65,12.3,259.0
2018-05-06T18:00,32.0,37,2,11.2,97.0
2018-05-06T19:00,30.0,42,3,8.6,6.0
2018-05-06T20:00,28.5,46,4,8.4,0.0
2018-05-06T21:00,28.6,44,5,8.2,0.0
2018-05-06T22:00,26.9,50,6,8.6,0.0
2018-05-06T23:00,26.6,53,2,7.7,0.0
2018-05-07T00:00,28.4,44,0,2.5,0.0
2018-05-07T01:00,28.8,42,0,4.7,0.0
2018-05-07T02:00,28.5,42,0,3.6,0.0
2018-05-07T03:00,24.6,55,0,5.4,0.0
2018-05-07T04:00,24.3,56,0,5.8,0.0
2018-05-07T05:00,23.5,60,0,5.7,0.0
2018-05-07T06:00,25.1,56,0,7.9,30.0
2018-05-07T07:00,26.8,50,0,3.6,164.0
2018-05-07T08:00,29.1,45,0,6.7,354.0
2018-05-07T09:00,31.5,39,0,14.1,549.0
2018-05-07T10:00,33.2,33,0,20.5,713.0
2018-05-07T11:00,35.1,28,0,15.7,831.0
2018-05-07T12:00,36.0,26,21,10.0,886.0
2018-05-07T13:00,36.8,24,46,5.9,861.0
2018-05-07T14:00,37.2,23,70,6.3,745.0
2018-05-07T15:00,36.0,18,12,13.6,419.0
2018-05-07T16:00,36.4,17,22,7.3,439.0
2018-05-07T17:00,35.6,22,42,10.6,263.0
2018-05-07T18:00,33.2,24,48,10.4,96.0
2018-05-07T19:00,31.2,26,5,10.0,7.0
2018-05-07T20:00,28.4,35,3,8.4,0.0
2018-05-07T21:00,28.0,35,26,7.4,0.0
2018-05-07T22:00,27.4,35,1,8.1,0.0
2018-05-07T23:00,25.9,39,26,11.6,0.0
2018-05-08T00:00,28.6,32,16,6.4,0.0
2018-05-08T01:00,25.2,41,36,5.3,0.0
2018-05-08T02:00,24.1,45,67,4.6,0.0
2018-05-08T03:00,23.6,48,45,4.0,0.0
2018-05-08T04:00,24.1,46,25,12.8,0.0
2018-05-08T05:00,23.9,58,30,16.6,0.0
2018-05-08T06:00,24.3,62,98,14.2,19.0
2018-05-08T07:00,25.8,58,94,10.8,118.0
2018-05-08T08:00,27.6,50,95,9.7,214.0
2018-05-08T09:00,28.6,46,95,3.4,251.0
2018-05-08T10:00,31.2,39,27,9.0,549.0
2018-05-08T11:00,33.0,32,9,11.2,788.0
2018-05-08T12:00,33.8,32,15,15.1,862.0
2018-05-08T13:00,31.7,33,43,6.0,723.0
2018-05-08T14:00,31.5,36,83,10.4,640.0
2018-05-08T15:00,29.0,39,79,18.1,349.0
2018-05-08T16:00,23.4,70,100,15.0,229.0
2018-05-08T17:00,31.2,33,90,6.0,96.0
2018-05-08T18:00,29.4,38,44,10.2,59.0
2018-05-08T19:00,26.4,47,10,5.4,7.0
2018-05-08T20:00,24.9,53,26,6.1,0.0
2018-05-08T21:00,24.5,54,0,5.9,0.0
2018-05-08T22:00,23.5,58,0,5.9,0.0
2018-05-08T23:00,22.9,62,0,5.6,0.0
2018-05-09T00:00,22.4,64,0,4.4,0.0
2018-05-09T01:00,22.0,66,0,4.6,0.0
2018-05-09T02:00,21.6,69,0,5.4,0.0
2018-05-09T03:00,21.5,69,0,5.8,0.0
2018-05-09T04:00,20.8,72,0,7.3,0.0
2018-05-09T05:00,21.3,77,0,4.2,0.0
2018-05-09T06:00,23.4,68,0,4.7,32.0
2018-05-09T07:00,25.5,59,0,3.1,166.0
2018-05-09T08:00,28.2,48,0,3.1,356.0
2018-05-09T09:00,30.6,39,0,5.1,550.0
2018-05-09T10:00,32.3,34,0,5.8,715.0
2018-05-09T11:00,33.7,30,0,3.7,828.0
2018-05-09T12:00,34.5,26,5,3.4,875.0
2018-05-09T13:00,35.1,25,33,6.5,849.0
2018-05-09T14:00,35.4,24,63,8.9,722.0
2018-05-09T15:00,32.2,28,83,21.7,491.0
2018-05-09T16:00,32.7,29,94,14.0,259.0
2018-05-09T17:00,31.6,30,86,13.6,162.0
2018-05-09T18:00,30.4,33,68,19.6,66.0
2018-05-09T19:00,26.9,39,5,10.1,7.0
2018-05-09T20:00,28.9,30,1,1.3,0.0
2018-05-09T21:00,28.2,31,4,5.2,0.0
2018-05-09T22:00,28.0,32,1,4.8,0.0
2018-05-09T23:00,27.6,33,1,5.2,0.0
2018-05-10T00:00,27.4,33,5,1.9,0.0
2018-05-10T01:00,23.8,44,3,8.0,0.0
2018-05-10T02:00,23.1,46,0,5.4,0.0
2018-05-10T03:00,22.5,47,0,7.4,0.0
2018-05-10T04:00,22.1,47,0,9.0,0.0
2018-05-10T05:00,22.0,78,0,6.7,0.0
2018-05-10T06:00,23.9,69,0,8.1,33.0
2018-05-10T07:00,26.7,59,0,5.1,169.0
2018-05-10T08:00,29.8,48,0,4.0,360.0
2018-05-10T09:00,32.5,35,0,5.2,556.0
2018-05-10T10:00,34.2,28,0,5.7,723.0
2018-05-10T11:00,35.5,25,0,6.7,839.0
2018-05-10T12:00,36.5,23,0,9.8,893.0
2018-05-10T13:00,37.0,21,0,10.8,869.0
2018-05-10T14:00,37.5,19,0,10.3,799.0
2018-05-10T15:00,37.6,18,0,14.8,659.0
2018-05-10T16:00,37.0,18,0,14.3,477.0
2018-05-10T17:00,36.2,22,0,12.3,279.0
2018-05-10T18:00,34.0,26,0,8.8,102.0
2018-05-10T19:00,32.0,31,0,11.4,8.0
2018-05-10T20:00,30.1,35,0,8.4,0.0
2018-05-10T21:00,28.1,41,0,9.0,0.0
2018-05-10T22:00,28.3,43,0,8.4,0.0
2018-05-10T23:00,27.6,45,0,7.6,0.0
2018-05-11T00:00,28.6,42,0,5.3,0.0
2018-05-11T01:00,29.5,39,0,7.0,0.0
2018-05-11T02:00,26.3,48,0,8.9,0.0
2018-05-11T03:00,24.3,54,0,8.2,0.0
2018-05-11T04:00,24.4,53,0,7.4,0.0
2018-05-11T05:00,24.3,58,0,7.3,0.0
2018-05-11T06:00,26.2,53,0,8.7,33.0
2018-05-11T07:00,28.9,46,0,6.9,168.0
2018-05-11T08:00,32.3,37,0,5.5,357.0
2018-05-11T09:00,35.1,30,0,5.4,551.0
2018-05-11T10:00,36.8,26,0,6.1,716.0
2018-05-11T11:00,38.0,23,0,7.6,829.0
2018-05-11T12:00,39.1,22,0,10.0,882.0
2018-05-11T13:00,39.7,21,0,12.1,867.0
2018-05-11T14:00,40.0,20,0,12.5,799.0
2018-05-11T15:00,39.8,20,1,15.5,641.0
2018-05-11T16:00,39.3,20,3,14.6,457.0
2018-05-11T17:00,38.2,22,64,12.1,258.0
2018-05-11T18:00,34.9,33,52,10.0,88.0
2018-05-11T19:00,32.7,30,55,11.9,8.0
2018-05-11T20:00,32.5,33,60,8.3,0.0
2018-05-11T21:00,30.6,41,78,9.5,0.0
2018-05-11T22:00,29.4,46,78,10.9,0.0
2018-05-11T23:00,29.2,47,81,8.4,0.0
2018-05-12T00:00,29.2,44,72,5.8,0.0
2018-05-12T01:00,27.8,48,25,6.8,0.0
2018-05-12T02:00,27.6,49,16,6.4,0.0
2018-05-12T03:00,29.9,42,61,1.5,0.0
2018-05-12T04:00,28.2,46,39,6.4,0.0
2018-05-12T05:00,27.0,54,47,6.4,0.0
2018-05-12T06:00,29.2,52,3,3.3,33.0
2018-05-12T07:00,32.0,42,6,2.4,163.0
2018-05-12T08:00,34.3,36,14,3.0,318.0
2018-05-12T09:00,36.0,33,28,6.1,438.0
2018-05-12T10:00,37.4,30,0,12.9,627.0
2018-05-12T11:00,38.7,28,6,12.2,806.0
